film_title,customers
SHAWSHANK BUBBLE,"ALBERTO HENNING, AMY LOPEZ, ASHLEY RICHARDSON, BILLY POULIN, CATHY SPENCER, CHRISTINE ROBERTS, ERIK GUILLEN, FRED WHEAT, GORDON ALLARD, GUY BROWNLEE, JASON MORRISSEY, JUDITH COX, MARJORIE TUCKER, MORRIS MCCARTER, ROSS GREY, SARA PERRY, TERRANCE ROUSH, VIOLA HANSON"
SHEPHERD MIDSUMMER,"ANDREW PURDY, ANN EVANS, BYRON BOX, CLYDE TOBIAS, DEANNA BYRD, DEREK BLAKELY, FRANKLIN TROUTMAN, IRMA PEARSON, JESSIE MILAM, MARSHA DOUGLAS, MILDRED BAILEY, NATHANIEL ADAM, OLGA JIMENEZ, PAULINE HENRY, RICK MATTOX, ROBIN HAYES, RUTH MARTINEZ, SUE PETERS, SUZANNE NICHOLS, TERRI VASQUEZ, TERRY CARLSON, TODD TAN, VERA MCCOY, VERONICA STONE, VIOLET RODRIQUEZ"
SHINING ROSES,"CARMEN OWENS, CATHY SPENCER, GLENN PULLEN, HOWARD FORTNER, LESTER KRAUS, MATTHEW MAHAN, MICHELLE CLARK, TROY QUIGLEY"
SHIP WONDERLAND,"CHRIS BROTHERS, CLAUDIA FULLER, CYNTHIA YOUNG, DARRYL ASHCRAFT, GERALD FULTZ, HECTOR POINDEXTER, JOHN FARNSWORTH, KELLY KNOTT, KRISTINA CHAMBERS, LUCILLE HOLMES, MAURICE CRAWLEY, RAMON CHOATE, SCOTT SHELLEY, TARA RYAN, TERRENCE GUNDERSON"
SHOCK CABIN,"AARON SELBY, ADRIAN CLARY, AGNES BISHOP, ALBERTO HENNING, ALFRED CASILLAS, ANGEL BARCLAY, BILLY POULIN, COLLEEN BURTON, DEBORAH WALKER, DOLORES WAGNER, DONALD MAHON, ETHEL WEBB, FRED WHEAT, HEIDI LARSON, JEREMY HURTADO, JIMMIE EGGLESTON, JOHNNY TURPIN, JUNE CARROLL, LANCE PEMBERTON, MARION OCAMPO, MATHEW BOLIN, MAXINE SILVA, MITCHELL WESTMORELAND, PEARL GARZA, PERRY SWAFFORD, RAFAEL ABNEY, ROSEMARY SCHMIDT, RUTH MARTINEZ, STEPHANIE MITCHELL, TED BREAUX"
SHOOTIST SUPERFLY,"ALFRED CASILLAS, ANNE POWELL, BRAD MCCURDY, CARRIE PORTER, CECIL VINES, CHRIS BROTHERS, CLYDE TOBIAS, FLORENCE WOODS, FRANCES PARKER, HENRY BILLINGSLEY, ISAAC OGLESBY, JENNIFER DAVIS, JENNY CASTRO, JOHNNY TURPIN, JOSEPHINE GOMEZ, LEE HAWKS, MARIO CHEATHAM, MELISSA KING, OSCAR AQUINO, PATRICK NEWSOM, ROBIN HAYES, ROSS GREY, TIM CARY, WILLIE MARKHAM"
SHOW LORD,"ALMA AUSTIN, AMANDA CARTER, ASHLEY RICHARDSON, AUDREY RAY, BRADLEY MOTLEY, BRENDA WRIGHT, CURTIS IRBY, DANA HART, DIANA ALEXANDER, FELICIA SUTTON, GEORGIA JACOBS, HEATHER MORRIS, JEANNE LAWSON, JOAN COOPER, JOYCE EDWARDS, KRISTINA CHAMBERS, LESLIE GORDON, RUSSELL BRINSON, SARA PERRY, SETH HANNON, VALERIE BLACK, VELMA LUCAS, VICTOR BARKLEY, VIVIAN RUIZ, WANDA PATTERSON"
SHREK LICENSE,"BEVERLY BROOKS, CHERYL MURPHY, DANNY ISOM, DONNA THOMPSON, ELSIE KELLEY, FREDERICK ISBELL, GENE SANBORN, JAMES GANNON, KRISTINA CHAMBERS, LILLIE KIM, LLOYD DOWD, PHILLIP HOLM, STEPHANIE MITCHELL, VIVIAN RUIZ, WALLACE SLONE"
SHRUNK DIVINE,"BEN EASTER, CHRISTIAN JUNG, CHRISTINE ROBERTS, EDNA WEST, EDWIN BURK, ETHEL WEBB, FRANCES PARKER, JEANNE LAWSON, JORGE OLIVARES, JUANITA MASON, LESLIE SEWARD, LOIS BUTLER, MATTHEW MAHAN, MICHELLE CLARK"
SIDE ARK,"BRIAN WYMAN, ERIC ROBERT, JASON MORRISSEY, JIM REA, JOANNE ROBERTSON, JORDAN ARCHULETA, MARCUS HIDALGO, MARK RINEHART, NAOMI JENNINGS, RANDALL NEUMANN, ROY WHITING, TAMARA NGUYEN"
SIEGE MADRE,"ADAM GOOCH, ALFRED CASILLAS, APRIL BURNS, COLLEEN BURTON, DARRELL POWER, DARYL LARUE, DONNA THOMPSON, JANET PHILLIPS, JOHN FARNSWORTH, MARCUS HIDALGO, PEDRO CHESTNUT, REGINALD KINDER, SHIRLEY ALLEN, SONIA GREGORY, WILLIE HOWELL"
SIERRA DIVIDE,"BERTHA FERGUSON, BRETT CORNWELL, CAROLE BARNETT, ERIN DUNN, ESTHER CRAWFORD, HECTOR POINDEXTER, JANE BENNETT, LOIS BUTLER, LUCILLE HOLMES, MAE FLETCHER, MARIA MILLER, MEGAN PALMER, PAULA BRYANT, RALPH MADRIGAL, STEVE MACKENZIE"
SILENCE KANE,"ALFRED CASILLAS, BARRY LOVELACE, CARRIE PORTER, CHARLENE ALVAREZ, DONALD MAHON, EDNA WEST, ELLEN SIMPSON, IAN STILL, JAMES GANNON, JEREMY HURTADO, JOHNNIE CHISHOLM, MARJORIE TUCKER, RONNIE RICKETTS, SAMANTHA DUNCAN, TOM MILNER, YOLANDA WEAVER"
SILVERADO GOLDFINGER,"ALEX GRESHAM, ANDY VANHORN, DANA HART, GILBERT SLEDGE, GORDON ALLARD, KURT EMMONS, LANCE PEMBERTON, LORI WOOD, MABEL HOLLAND, STEVE MACKENZIE, TYRONE ASHER, VELMA LUCAS"
SIMON NORTH,"CHAD CARBONE, GLADYS HAMILTON, JEFFERY PINSON, NANCY THOMAS, PENNY NEAL, SHANNON FREEMAN"
SINNERS ATLANTIS,"CAROLYN PEREZ, DAISY BATES, DAVE GARDINER, EDGAR RHOADS, EMMA BOYD, EUGENE CULPEPPER, JAMIE RICE, JENNY CASTRO, JIM REA, KARL SEAL, KIRK STCLAIR, LAURIE LAWRENCE, MARION OCAMPO, MILDRED BAILEY, NEIL RENNER, REGINA BERRY, THELMA MURRAY, THOMAS GRIGSBY, VINCENT RALSTON, WARREN SHERROD, ZACHARY HITE"
SLACKER LIAISONS,"DAVE GARDINER, DIANA ALEXANDER, ELLA OLIVER, EMMA BOYD, GRACE ELLIS, KENT ARSENAULT, MABEL HOLLAND, MARION OCAMPO, MARTHA GONZALEZ, NAOMI JENNINGS, PATSY DAVIDSON, PAULA BRYANT, RENEE LANE, SAMANTHA DUNCAN, STEPHEN QUALLS, WADE DELVALLE"
SLEEPING SUSPECTS,"AARON SELBY, ADAM GOOCH, BEN EASTER, CASSANDRA WALTERS, CONNIE WALLACE, DEAN SAUER, DONALD MAHON, DWIGHT LOMBARDI, JAMIE RICE, JANICE WARD, JESUS MCCARTNEY, LOUIS LEONE, NORMA GONZALES, RAMONA HALE, RHONDA KENNEDY, ROBERT BAUGHMAN, SAMANTHA DUNCAN, SARAH LEWIS, SHANE MILLARD, SONIA GREGORY, SYLVIA ORTIZ, TYRONE ASHER, WILLIE HOWELL, YOLANDA WEAVER"
SLEEPLESS MONSOON,"ALICIA MILLS, BERNARD COLBY, BRENDA WRIGHT, BYRON BOX, JAMIE RICE, JARED ELY, JEREMY HURTADO, JOY GEORGE, LESLIE GORDON, LUCILLE HOLMES, MARTIN BALES, MONICA HICKS, PAUL TROUT, RAMON CHOATE, RENE MCALISTER, RICK MATTOX, ROBERT BAUGHMAN, STACEY MONTGOMERY, TRACY COLE"
SLEEPY JAPANESE,"ALEXANDER FENNELL, BOB PFEIFFER, BRIAN WYMAN, CARMEN OWENS, COREY HAUSER, COURTNEY DAY, DEREK BLAKELY, EVA RAMOS, EVERETT BANDA, FLORENCE WOODS, KRISTEN CHAVEZ, LILLIAN GRIFFIN, MANUEL MURRELL, MARCIA DEAN, MISTY LAMBERT, NEIL RENNER, PAMELA BAKER, PRISCILLA LOWE, RAMON CHOATE, TAMMY SANDERS, WARREN SHERROD"
SLEUTH ORIENT,"ALBERT CROUSE, BRAD MCCURDY, BRANDY GRAVES, CAROLYN PEREZ, DANA HART, EDDIE TOMLIN, EVELYN MORGAN, JEFF EAST, JENNIFER DAVIS, JESSICA HALL, JOHN FARNSWORTH, JOYCE EDWARDS, LORRAINE STEPHENS, MARSHALL THORN, NATHANIEL ADAM, PATSY DAVIDSON, SHANE MILLARD, THELMA MURRAY, VERONICA STONE"
SLING LUKE,"CARRIE PORTER, CHRISTY VARGAS, JANICE WARD, KATHLEEN ADAMS, STEPHEN QUALLS, THERESA WATSON"
SLIPPER FIDELITY,"BOBBIE CRAIG, DAVID ROYAL, EMILY DIAZ, HENRY BILLINGSLEY, JAMIE WAUGH, JOHN FARNSWORTH, KATHRYN COLEMAN, LEONARD SCHOFIELD, MARJORIE TUCKER, MAX PITT, OLGA JIMENEZ, RICHARD MCCRARY, ROLAND SOUTH, STEVEN CURLEY, THELMA MURRAY, THERESA WATSON"
SLUMS DUCK,"ALICIA MILLS, CARMEN OWENS, CINDY FISHER, DARRYL ASHCRAFT, DAVE GARDINER, DAVID ROYAL, DONNA THOMPSON, ELIZABETH BROWN, EVA RAMOS, FELICIA SUTTON, IRMA PEARSON, JACKIE LYNCH, JAY ROBB, JORDAN ARCHULETA, JOSE ANDREW, KARL SEAL, LORI WOOD, MARSHALL THORN, RANDY GAITHER, RENEE LANE, TANYA GILBERT, TERRANCE ROUSH, VICTORIA GIBSON, WILLIE MARKHAM"
SMILE EARRING,"ALICE STEWART, ANNE POWELL, HELEN HARRIS, HERMAN DEVORE, HUGH WALDROP, JOE GILLILAND, NATALIE MEYER, ROSEMARY SCHMIDT, ROSS GREY, VIRGIL WOFFORD"
SMOKING BARBARELLA,"ALMA AUSTIN, ARNOLD HAVENS, BRETT CORNWELL, BYRON BOX, GLADYS HAMILTON, HAZEL WARREN, HEIDI LARSON, HELEN HARRIS, JEFF EAST, JOE GILLILAND, JOSE ANDREW, JUAN FRALEY, KATHRYN COLEMAN, KYLE SPURLOCK, LESLIE SEWARD, LISA ANDERSON, LYDIA BURKE, PEARL GARZA"
SMOOCHY CONTROL,"CHARLES KOWALSKI, GERALD FULTZ, JANE BENNETT, JAVIER ELROD, JILL HAWKINS, JOHNNY TURPIN, KATHERINE RIVERA, RAYMOND MCWHORTER, ROSA REYNOLDS, SAMANTHA DUNCAN, SHARON ROBINSON, THELMA MURRAY"
SNATCH SLIPPER,"ANGEL BARCLAY, AUDREY RAY, BETH FRANKLIN, CHERYL MURPHY, COLLEEN BURTON, DENNIS GILMAN, DUANE TUBBS, JACOB LANCE, JILL HAWKINS, JUNE CARROLL, LAURIE LAWRENCE, LORETTA CARPENTER, MARY SMITH, NATHAN RUNYON, ROSA REYNOLDS, SHELLY WATTS, SONIA GREGORY, TROY QUIGLEY, VELMA LUCAS, VIRGINIA GREEN, WADE DELVALLE"
SNATCHERS MONTEZUMA,"ELEANOR HUNT, GARY COY, GLEN TALBERT, KYLE SPURLOCK, LOUIS LEONE, REBECCA SCOTT, ROSA REYNOLDS, TODD TAN, TYRONE ASHER"
SNOWMAN ROLLERCOASTER,"ALMA AUSTIN, BERNICE WILLIS, BOBBY BOUDREAU, DENISE KELLY, DOROTHY TAYLOR, EUGENE CULPEPPER, FERNANDO CHURCHILL, GREG ROBINS, JEROME KENYON, JOSEPHINE GOMEZ, JOSHUA MARK, JUDITH COX, KATHRYN COLEMAN, LUCILLE HOLMES, MARCIA DEAN, MARCUS HIDALGO, PEGGY MYERS, PHYLLIS FOSTER, RUBY WASHINGTON, SANDRA MARTIN, SARA PERRY, SEAN DOUGLASS, SUZANNE NICHOLS"
SOLDIERS EVOLUTION,"DIANE COLLINS, ELEANOR HUNT, EVELYN MORGAN, GINA WILLIAMSON, LESLIE GORDON, SETH HANNON, THELMA MURRAY, WARREN SHERROD"
SOMETHING DUCK,"AUSTIN CINTRON, CASSANDRA WALTERS, DARRELL POWER, DARYL LARUE, EMMA BOYD, GORDON ALLARD, JACQUELINE LONG, JOE GILLILAND, LAUREN HUDSON, LEON BOSTIC, LILLIE KIM, LOIS BUTLER, MITCHELL WESTMORELAND, NANCY THOMAS, NATHAN RUNYON, NATHANIEL ADAM, RHONDA KENNEDY, TRACY COLE, TRACY HERRMANN"
SONG HEDWIG,"CHARLIE BESS, CHERYL MURPHY, CHRISTIAN JUNG, HEIDI LARSON, JACKIE LYNCH, JENNIE TERRY, JUAN FRALEY, LEO EBERT, PERRY SWAFFORD, RAY HOULE, TAMARA NGUYEN"
SONS INTERVIEW,"CATHY SPENCER, DANIEL CABRAL, GWENDOLYN MAY, JASON MORRISSEY, JILL HAWKINS, JIMMY SCHRADER, LOUIS LEONE, MAE FLETCHER, MONICA HICKS, ROSA REYNOLDS, SARAH LEWIS, TERRI VASQUEZ, WENDY HARRISON, ZACHARY HITE"
SORORITY QUEEN,"CASSANDRA WALTERS, CONSTANCE REID, EMILY DIAZ, GORDON ALLARD, JULIA FLORES, KEN PREWITT, LAURIE LAWRENCE, LEONARD SCHOFIELD, MARJORIE TUCKER, REGINALD KINDER, RUSSELL BRINSON, VIRGIL WOFFORD"
SOUP WISDOM,"BETTY WHITE, BRITTANY RILEY, GAIL KNIGHT, NICHOLAS BARFIELD, ROBERTO VU, THELMA MURRAY, VICTORIA GIBSON, YOLANDA WEAVER"
SOUTH WAIT,"ANITA MORALES, ANN EVANS, CLIFTON MALCOLM, DANIELLE DANIELS, DEAN SAUER, DORIS REED, ELEANOR HUNT, FRANCIS SIKES, GENE SANBORN, HOLLY FOX, JANICE WARD, KAREN JACKSON, KATHY JAMES, KRISTINA CHAMBERS, LARRY THRASHER, LISA ANDERSON, LUCILLE HOLMES, MARC OUTLAW, RON DELUCA, SYLVIA ORTIZ, TARA RYAN, TONYA CHAPMAN"
SPARTACUS CHEAPER,"ANA BRADLEY, DANA HART, JACKIE LYNCH, JOYCE EDWARDS, JULIO NOLAND, NELLIE GARRETT, NORA HERRERA, REGINALD KINDER, RONNIE RICKETTS"
SPEAKEASY DATE,"ALICE STEWART, AMBER DIXON, ANNETTE OLSON, BETH FRANKLIN, DEBRA NELSON, JEFFERY PINSON, MARION OCAMPO, PEARL GARZA, SALVADOR TEEL, STEVE MACKENZIE, TERRI VASQUEZ, WAYNE TRUONG"
SPEED SUIT,"ALLEN BUTTERFIELD, DAN PAINE, DAVE GARDINER, DEANNA BYRD, JOE GILLILAND, LANCE PEMBERTON, LEO EBERT, LUIS YANEZ, MARGARET MOORE"
SPICE SORORITY,"ARLENE HARVEY, BRANDY GRAVES, ERIC ROBERT, GLEN TALBERT, HEATHER MORRIS, IDA ANDREWS, JOANNE ROBERTSON, MARION SNYDER, MARLENE WELCH, MILDRED BAILEY, NORA HERRERA, NORMA GONZALES, RACHEL BARNES, RICHARD MCCRARY, RICKY SHELBY, ROBERTO VU, SARA PERRY, SEAN DOUGLASS, STELLA MORENO, SUE PETERS"
SPIKING ELEMENT,"ADAM GOOCH, ANDRE RAPP, CHAD CARBONE, CLAUDIA FULLER, DWIGHT LOMBARDI, ELAINE STEVENS, ERIN DUNN, EUGENE CULPEPPER, JESSIE MILAM, JUSTIN NGO, MITCHELL WESTMORELAND, PEDRO CHESTNUT, VIRGIL WOFFORD"
SPINAL ROCKY,"ALBERTO HENNING, AUDREY RAY, BOBBY BOUDREAU, FELIX GAFFNEY, FLORENCE WOODS, JAVIER ELROD, KENNETH GOODEN, LAWRENCE LAWTON, LYDIA BURKE, REGINA BERRY, ROBIN HAYES, SAMUEL MARLOW, SHANE MILLARD"
SPIRIT FLINTSTONES,"AMY LOPEZ, CYNTHIA YOUNG, DALE RATCLIFF, DEBORAH WALKER, EMMA BOYD, HARRY ARCE, IRENE PRICE, KAREN JACKSON, KRISTINA CHAMBERS, MARGARET MOORE, MICHEAL FORMAN, RAYMOND MCWHORTER, ROLAND SOUTH, ROSEMARY SCHMIDT, TROY QUIGLEY"
SPIRITED CASUALTIES,"ELEANOR HUNT, EVERETT BANDA, GENE SANBORN, JACOB LANCE, JOSEPH JOY, KEITH RICO, MAX PITT, PEDRO CHESTNUT, RONALD WEINER, RONNIE RICKETTS, STELLA MORENO"
SPLASH GUMP,"ANDREA HENDERSON, BRITTANY RILEY, CHARLENE ALVAREZ, DAVID ROYAL, EARL SHANKS, EVERETT BANDA, HUGH WALDROP, JACK FOUST, KARL SEAL, LOUIS LEONE, MAXINE SILVA, RENEE LANE, TAMMY SANDERS, WENDY HARRISON"
SPLENDOR PATTON,"ALFRED CASILLAS, ALMA AUSTIN, BRETT CORNWELL, CARLOS COUGHLIN, COLLEEN BURTON, DENISE KELLY, DUANE TUBBS, DUSTIN GILLETTE, GLENN PULLEN, JENNIFER DAVIS, JOANN GARDNER, JUANITA MASON, KRISTIN JOHNSTON, LOIS BUTLER, PEARL GARZA, PENNY NEAL, RON DELUCA, TAMMY SANDERS, TARA RYAN, TRACEY BARRETT, WENDY HARRISON"
SPOILERS HELLFIGHTERS,"CARLA GUTIERREZ, CHARLIE BESS, JACQUELINE LONG, JULIA FLORES, KEITH RICO, KURT EMMONS, LESLIE SEWARD, LILLIAN GRIFFIN, PETER MENARD, WILLARD LUMPKIN"
SPY MILE,"ARNOLD HAVENS, CAROLE BARNETT, CURTIS IRBY, DARLENE ROSE, DEBORAH WALKER, DENNIS GILMAN, DONNA THOMPSON, DORA MEDINA, GERTRUDE CASTILLO, JOE GILLILAND, KARL SEAL, KATHLEEN ADAMS, KRISTINA CHAMBERS, LEONARD SCHOFIELD, LILLIAN GRIFFIN, LYDIA BURKE, MANUEL MURRELL, MAX PITT, PAULINE HENRY, PHILLIP HOLM, RENE MCALISTER, RENEE LANE, SALLY PIERCE, SARAH LEWIS, STEPHEN QUALLS, VIRGIL WOFFORD, WILLIE MARKHAM"
SQUAD FISH,"AUSTIN CINTRON, CHARLENE ALVAREZ, DARYL LARUE, EMMA BOYD, MARGIE WADE, STEVEN CURLEY, VELMA LUCAS"
STAGE WORLD,"ALBERT CROUSE, ALICE STEWART, BARBARA JONES, BERTHA FERGUSON, CLAUDIA FULLER, KELLY KNOTT, MELANIE ARMSTRONG, RUSSELL BRINSON, WADE DELVALLE, WARREN SHERROD"
STAGECOACH ARMAGEDDON,"BENJAMIN VARNEY, BERNICE WILLIS, BRITTANY RILEY, CHARLES KOWALSKI, CHRISTOPHER GRECO, DANA HART, DENNIS GILMAN, DONNA THOMPSON, DORA MEDINA, DOROTHY TAYLOR, EDDIE TOMLIN, ERNEST STEPP, ETHEL WEBB, HECTOR POINDEXTER, JILL HAWKINS, JOANNE ROBERTSON, KELLY TORRES, MARION SNYDER, MORRIS MCCARTER, RAMONA HALE, RAYMOND MCWHORTER, ROGER QUINTANILLA, TODD TAN, VIOLET RODRIQUEZ, YVONNE WATKINS"
STALLION SUNDANCE,"CHRISTIAN JUNG, DANIELLE DANIELS, EVA RAMOS, JOY GEORGE, MISTY LAMBERT, SHANNON FREEMAN, TED BREAUX"
STAMPEDE DISTURBING,"BOBBY BOUDREAU, BRENT HARKINS, CONNIE WALLACE, DOROTHY TAYLOR, EDDIE TOMLIN, ELSIE KELLEY, ESTHER CRAWFORD, GERALD FULTZ, HOLLY FOX, JENNY CASTRO, LESLIE SEWARD, RACHEL BARNES, STANLEY SCROGGINS, VINCENT RALSTON"
STAR OPERATION,"ANA BRADLEY, BRANDON HUEY, CHRISTOPHER GRECO, CYNTHIA YOUNG, DALE RATCLIFF, DAN PAINE, DEBORAH WALKER, DON BONE, FRANK WAGGONER, JEANNE LAWSON, JENNIFER DAVIS, JUNE CARROLL, KRISTIN JOHNSTON, LLOYD DOWD, MARCUS HIDALGO, RICK MATTOX, RYAN SALISBURY, SHARON ROBINSON, SHAWN HEATON, SONIA GREGORY, TOMMY COLLAZO"
STATE WASTELAND,"ARNOLD HAVENS, CLARA SHAW, ELSIE KELLEY, GERALDINE PERKINS, JANICE WARD, JOAN COOPER, LEONARD SCHOFIELD, LONNIE TIRADO, LYDIA BURKE, MIGUEL BETANCOURT, RANDY GAITHER, SERGIO STANFIELD, TOMMY COLLAZO"
STEEL SANTA,"ANA BRADLEY, ANITA MORALES, BRANDON HUEY, CHAD CARBONE, CHARLIE BESS, DALE RATCLIFF, DARREN WINDHAM, ENRIQUE FORSYTHE, ERNEST STEPP, FLOYD GANDY, HAROLD MARTINO, HARRY ARCE, HOWARD FORTNER, KATHLEEN ADAMS, MAURICE CRAWLEY, PERRY SWAFFORD, RACHEL BARNES, RAY HOULE, RENEE LANE, SERGIO STANFIELD, TINA SIMMONS, VICKIE BREWER"
STEERS ARMAGEDDON,"BARRY LOVELACE, BERNICE WILLIS, CARLOS COUGHLIN, EDWARD BAUGH, GORDON ALLARD, HEATHER MORRIS, JONATHAN SCARBOROUGH, MABEL HOLLAND, PATSY DAVIDSON, SALLY PIERCE, SCOTT SHELLEY, SUE PETERS, TIMOTHY BUNN, TOM MILNER, TRACEY BARRETT"
STEPMOM DREAM,"ALBERT CROUSE, BENJAMIN VARNEY, CARLOS COUGHLIN, CHARLES KOWALSKI, CHARLOTTE HUNTER, CLINTON BUFORD, DIANE COLLINS, FREDDIE DUGGAN, GLEN TALBERT, GWENDOLYN MAY, JEANETTE GREENE, KRISTIN JOHNSTON, LANCE PEMBERTON, MELANIE ARMSTRONG, PHYLLIS FOSTER, RICARDO MEADOR, SALVADOR TEEL, SHIRLEY ALLEN, TINA SIMMONS, WESLEY BULL"
STING PERSONAL,"ANNIE RUSSELL, BRETT CORNWELL, CHRISTINA RAMIREZ, DEAN SAUER, GERALD FULTZ, GLENDA FRAZIER, IRMA PEARSON, JAMIE WAUGH, KARL SEAL, LORETTA CARPENTER, LUCY WHEELER, MARLENE WELCH, MIGUEL BETANCOURT, MILTON HOWLAND, NAOMI JENNINGS, NICHOLAS BARFIELD, RACHEL BARNES, SARAH LEWIS, STEVE MACKENZIE, THELMA MURRAY, WESLEY BULL"
STOCK GLASS,"BECKY MILES, BESSIE MORRISON, DELORES HANSEN, HECTOR POINDEXTER, JEANETTE GREENE, JERRY JORDON, JONATHAN SCARBOROUGH, JULIA FLORES, KAREN JACKSON, LEROY BUSTAMANTE, PRISCILLA LOWE, SUSAN WILSON, VALERIE BLACK, WILMA RICHARDS"
STONE FIRE,"CODY NOLEN, DERRICK BOURQUE, GLADYS HAMILTON, MATTHEW MAHAN, MILTON HOWLAND, PHILLIP HOLM, RANDY GAITHER, ROBIN HAYES, ROSA REYNOLDS, TERRANCE ROUSH, TIM CARY"
STORM HAPPINESS,"AMY LOPEZ, CHRISTY VARGAS, CLAUDE HERZOG, DALE RATCLIFF, DENNIS GILMAN, ERIK GUILLEN, FELICIA SUTTON, FRANCES PARKER, IRENE PRICE, JENNIFER DAVIS, JOSHUA MARK, JOY GEORGE, LOUIS LEONE, MELISSA KING, MINNIE ROMERO, OLGA JIMENEZ, PEGGY MYERS, RAMON CHOATE, ROBERTO VU, ROGER QUINTANILLA, SHEILA WELLS, SUE PETERS, TERRENCE GUNDERSON, THERESA WATSON, TINA SIMMONS, TRAVIS ESTEP, VANESSA SIMS, VERA MCCOY, VICKIE BREWER"
STORY SIDE,"AMBER DIXON, BILL GAVIN, CHESTER BENNER, DAN PAINE, DAVE GARDINER, DOROTHY TAYLOR, DOUGLAS GRAF, EDWARD BAUGH, ELLA OLIVER, FRANKLIN TROUTMAN, GREG ROBINS, HAZEL WARREN, HEIDI LARSON, JASON MORRISSEY, JOEL FRANCISCO, JOSEPHINE GOMEZ, JOY GEORGE, JULIE SANCHEZ, MITCHELL WESTMORELAND, NICHOLAS BARFIELD, PATSY DAVIDSON, PAULINE HENRY, PHYLLIS FOSTER, RICKY SHELBY, ROBERTO VU, RYAN SALISBURY, SARAH LEWIS, THERESA WATSON"
STRAIGHT HOURS,"CARLOS COUGHLIN, CHRISTY VARGAS, CORY MEEHAN, ESTHER CRAWFORD, GLENN PULLEN, IVAN CROMWELL, JACOB LANCE, JARED ELY, JOEL FRANCISCO, KEITH RICO, LEAH CURTIS, LORETTA CARPENTER, MARCIA DEAN, NORA HERRERA, OSCAR AQUINO, PEARL GARZA, SHELLY WATTS, SIDNEY BURLESON, STACY CUNNINGHAM, STELLA MORENO"
STRANGELOVE DESIRE,"ADAM GOOCH, ALLAN CORNISH, BERTHA FERGUSON, BETH FRANKLIN, BOB PFEIFFER, BRANDY GRAVES, CALVIN MARTEL, CAROLYN PEREZ, CASEY MENA, CHRISTIAN JUNG, CRAIG MORRELL, EDUARDO HIATT, EDWIN BURK, GLENDA FRAZIER, GRACE ELLIS, JEREMY HURTADO, KATHRYN COLEMAN, KATHY JAMES, KATIE ELLIOTT, LYDIA BURKE, MABEL HOLLAND, MARCIA DEAN, NELLIE GARRETT, ZACHARY HITE"
STRANGER STRANGERS,"BRETT CORNWELL, CLARA SHAW, DOLORES WAGNER, ELMER NOE, HARRY ARCE, JOSE ANDREW, MIKE WAY, NATHAN RUNYON, NINA SOTO, ROBERTA HARPER, SIDNEY BURLESON"
STRANGERS GRAFFITI,"CARMEN OWENS, DUANE TUBBS, KRISTINA CHAMBERS, LINDA WILLIAMS, MAE FLETCHER, MARIA MILLER, MARK RINEHART, MICHELLE CLARK, NATHANIEL ADAM, NORA HERRERA, RAUL FORTIER, RYAN SALISBURY, SALLY PIERCE, SHAWN HEATON, THELMA MURRAY, ZACHARY HITE"
STREAK RIDGEMONT,"APRIL BURNS, BRETT CORNWELL, CASEY MENA, COLLEEN BURTON, DARRELL POWER, DARYL LARUE, DIANNE SHELTON, DOUGLAS GRAF, JASON MORRISSEY, KENT ARSENAULT, LINDA WILLIAMS, MAURICE CRAWLEY, MELISSA KING, SHERRY MARSHALL, SHIRLEY ALLEN, VERA MCCOY"
STREETCAR INTENTIONS,"ANA BRADLEY, BRADLEY MOTLEY, BRENT HARKINS, DORIS REED, ELMER NOE, ENRIQUE FORSYTHE, GLEN TALBERT, HERMAN DEVORE, KEVIN SCHULER, LEROY BUSTAMANTE, MARGARET MOORE, MARIA MILLER, MARLENE WELCH, MAX PITT, OSCAR AQUINO, PATRICK NEWSOM, RAY HOULE, ROY WHITING, RUTH MARTINEZ, SARA PERRY, SHELLY WATTS, TONYA CHAPMAN, WILLARD LUMPKIN"
STRICTLY SCARFACE,"ANA BRADLEY, ARTHUR SIMPKINS, AUDREY RAY, BRETT CORNWELL, BRYAN HARDISON, DAN PAINE, DEANNA BYRD, ELEANOR HUNT, GEORGE LINTON, HERMAN DEVORE, JERRY JORDON, JESSE SCHILLING, KURT EMMONS, MARGIE WADE, MARIA MILLER, MAX PITT, RAFAEL ABNEY, ROBIN HAYES, SARAH LEWIS, SUE PETERS, TONYA CHAPMAN, TRACY HERRMANN, VERONICA STONE"
SUBMARINE BED,"ANA BRADLEY, DAN PAINE, DARRYL ASHCRAFT, ERIKA PENA, GLADYS HAMILTON, HARRY ARCE, JENNIE TERRY, JENNIFER DAVIS, KRISTIN JOHNSTON, NICOLE PETERSON, PATRICK NEWSOM, ROBIN HAYES, RODNEY MOELLER, ROY WHITING, WALTER PERRYMAN"
SUGAR WONKA,"ALMA AUSTIN, BARRY LOVELACE, BEN EASTER, BESSIE MORRISON, CHERYL MURPHY, CLARENCE GAMEZ, CORY MEEHAN, DONALD MAHON, EMILY DIAZ, JOSEPH JOY, LAUREN HUDSON, MARJORIE TUCKER, MARTIN BALES, MATTHEW MAHAN, RAYMOND MCWHORTER, SARAH LEWIS, TYLER WREN"
